ccNumber,firstName,lastName,email,city,state,postalCode,balance
5100176301292443,Marjy,Baulcombe,mbaulcombe83@wufoo.com,Saint Louis,MO,63180,5582.15
5385920252395614,Olly,Fadell,ofadell84@intel.com,Pensacola,FL,32595,4692.78
5100133318401764,Brynna,Antonovic,bantonovic85@surveymonkey.com,Metairie,LA,70033,8285.76
5360395633074544,Decca,Laskey,dlaskey86@pcworld.com,Dallas,TX,75216,6829.24
5100172679555305,Dru,Bettleson,dbettleson87@so-net.ne.jp,Savannah,GA,31405,8318.64
5159327815723361,Gene,Vallantine,gvallantine88@craigslist.org,Palatine,IL,60078,2847.04
5378448605900764,Bibby,Lubbock,blubbock89@blogspot.com,Topeka,KS,66606,5661.92
5421134617833105,Allie,Jellard,ajellard8a@plala.or.jp,Huntington,WV,25770,807.2
5548423991878515,Adams,Chowne,achowne8b@godaddy.com,Columbia,MO,65218,9574.92
5108751395174319,Beatrisa,Lambertz,blambertz8c@bandcamp.com,Portland,OR,97206,4525.43
5010129882697232,Crawford,Longstaffe,clongstaffe8d@businesswire.com,Gainesville,GA,30506,1273.32
5374293744350693,Rhetta,Keigher,rkeigher8e@posterous.com,Saint Cloud,MN,56398,3815.25
5100176644378271,Robbie,Buncher,rbuncher8f@studiopress.com,Philadelphia,PA,19160,5098.6
5010125843305592,Nicky,Milliere,nmilliere8g@samsung.com,Richmond,VA,23220,4897.72
5100177915034361,Angelica,Foyle,afoyle8h@desdev.cn,Sacramento,CA,95838,881.86
5108941549829120,Coralyn,Goulthorp,cgoulthorp8i@fastcompany.com,Richmond,VA,23293,3765.6
5048372287508770,Anny,Burdge,aburdge8j@noaa.gov,New Orleans,LA,70174,2879.29
5185121960151207,Merwin,Gregs,mgregs8k@bbb.org,Odessa,TX,79764,1782.66
5253251763397223,Sigfried,Keuntje,skeuntje8l@statcounter.com,Philadelphia,PA,19151,7950.72
5108753653918908,Timmie,Bamell,tbamell8m@telegraph.co.uk,Corpus Christi,TX,78415,3828.19
5100174153607230,Russ,Norcross,rnorcross8n@163.com,Reston,VA,20195,7175.91
5100143180368223,Bert,Larvor,blarvor8o@github.com,Washington,DC,20046,3576.63
5315358189003628,Dinnie,Filer,dfiler8p@ox.ac.uk,Roanoke,VA,24034,466.57
5048377929486855,Dniren,Aynold,daynold8q@paypal.com,Dayton,OH,45454,1411.15
5227742430403447,Emili,Willman,ewillman8r@independent.co.uk,Saginaw,MI,48609,5295.04
5477106912983143,Irena,Gebhard,igebhard8s@wikipedia.org,Houston,TX,77075,7653.33
5438929196065149,Arne,Eskrigge,aeskrigge8t@fda.gov,Springfield,IL,62723,304.46
5048371300849799,Juliette,Brotherwood,jbrotherwood8u@cdc.gov,Jamaica,NY,11407,2945.29
5100137080056599,Alyss,Sherr,asherr8v@amazon.de,Nashville,TN,37240,1089.37
5392670730773087,Kelila,Roebuck,kroebuck8w@hud.gov,San Francisco,CA,94164,812.11
5100130784149349,Beaufort,De Roeck,bderoeck8x@digg.com,Wilmington,NC,28410,7039.05
5374695407697766,Vassili,De Cruce,vdecruce8y@epa.gov,Cheyenne,WY,82007,5872.13
5486750311771184,Vi,Gheraldi,vgheraldi8z@cbsnews.com,Schenectady,NY,12305,8953.27
5349577209313499,Carmita,Juszczak,cjuszczak90@mapy.cz,Sacramento,CA,94237,8507.17
5007665518643350,Amery,Duran,aduran91@pbs.org,Columbus,OH,43204,8055.33
5002350879642409,Mitchell,Rycraft,mrycraft92@ftc.gov,Wilmington,DE,19886,5494.17
5371214829980504,Keir,Leggen,kleggen93@jiathis.com,Spokane,WA,99252,1347.47
5275088727114888,Martelle,Artois,martois94@google.com.hk,Toledo,OH,43666,5932.95
5002352443354966,Adolphe,Elix,aelix95@ebay.com,Trenton,NJ,08608,1413.2
5264721826769284,Saunders,Dacey,sdacey96@goodreads.com,Chicago,IL,60681,6377.04
5108754344313780,Claudetta,Rummins,crummins97@yahoo.co.jp,Lubbock,TX,79491,3098.42
5292118075909701,Phillis,Candelin,pcandelin98@hostgator.com,Washington,DC,20088,3258.61
5100145658022190,Benni,Mongan,bmongan99@sciencedaily.com,Spartanburg,SC,29305,5554.88
5142586396549079,Gothart,Densumbe,gdensumbe9a@123-reg.co.uk,Pittsburgh,PA,15261,4493.24
5002352043973413,Mel,Mandifield,mmandifield9b@pbs.org,Mobile,AL,36689,4540.5
5007662480136299,Bar,Tweddell,btweddell9c@earthlink.net,Ann Arbor,MI,48107,6813.79
5225735341261427,Flory,Goosnell,fgoosnell9d@vk.com,New York City,NY,10249,9456.13
5002352659183638,Stavro,Revance,srevance9e@printfriendly.com,Topeka,KS,66699,4158.63
5108753798480434,Davey,Mafham,dmafham9f@dailymail.co.uk,Boca Raton,FL,33432,4971.93
5457245886917721,Karmen,Madden,kmadden9g@booking.com,Phoenix,AZ,85083,8052.91
5251701469414674,Jo,Yter,jyter9h@altervista.org,Saint Louis,MO,63143,4158.63
5305585414653262,Rob,Belliard,rbelliard9i@sciencedirect.com,Charleston,WV,25389,6068.25
5010123055343385,Matthiew,McGillicuddy,mmcgillicuddy9j@tripod.com,Saginaw,MI,48609,8234.62
5100136200605517,Innis,Langfat,ilangfat9k@bloglines.com,Atlanta,GA,30340,2370.78
5202756903359380,Ryun,Kieff,rkieff9l@mysql.com,Fairbanks,AK,99790,7469.86
5577921240963602,Ebba,Syddon,esyddon9m@tmall.com,Chattanooga,TN,37405,2593.71
5131858556697516,Cecil,Chad,cchad9n@cornell.edu,Boise,ID,83732,2262.99
5100141376490983,Brunhilda,Senogles,bsenogles9o@163.com,Phoenix,AZ,85067,731.05
5108753512986625,Arlena,Galvin,agalvin9p@csmonitor.com,Harrisburg,PA,17126,8839.57
5130721890170643,Terri-jo,Goddert.sf,tgoddertsf9q@zdnet.com,Los Angeles,CA,90020,9332.41
5471784624726442,Nappie,Hardesty,nhardesty9r@ebay.co.uk,Mesa,AZ,85215,2770.23
5048378392132711,Ronnica,Baddam,rbaddam9s@microsoft.com,Jamaica,NY,11407,8484.7
5161291991110023,Nissy,McGawn,nmcgawn9t@oaic.gov.au,Fresno,CA,93778,8741.85
5349021203437186,Cacilie,Raymont,craymont9u@netscape.com,Lexington,KY,40515,1070.64
5100142177912910,Kaila,Ponte,kponte9v@cnet.com,Amarillo,TX,79188,6701.98
5282215447582737,Symon,Sotham,ssotham9w@so-net.ne.jp,Trenton,NJ,08608,2826.36
5100141508849577,Gonzales,Wilmott,gwilmott9x@e-recht24.de,Austin,TX,78764,8985.32
5100137087817415,Blair,Treadwell,btreadwell9y@upenn.edu,Portland,OR,97240,2532.34
5583568919447359,Fallon,Simkovitz,fsimkovitz9z@eventbrite.com,Washington,DC,20591,2310.65
5531703039484213,Etienne,Earengey,eearengeya0@bloglovin.com,San Jose,CA,95113,7234.0
5202189779587167,Sheela,Behagg,sbehagga1@constantcontact.com,Stockton,CA,95219,8646.59
5190656030503237,Stephana,Riedel,sriedela2@columbia.edu,Beaumont,TX,77705,7152.26
5335100843796437,Dominique,Libri,dlibria3@nasa.gov,West Palm Beach,FL,33411,4239.57
5444167714893062,Kris,Diano,kdianoa4@woothemes.com,Duluth,MN,55805,7047.6
5100132354219221,Konstantin,Lyburn,klyburna5@desdev.cn,Austin,TX,78778,182.27
5371329064947321,Federico,Chieco,fchiecoa6@apache.org,Macon,GA,31205,9152.54
5360901374395699,Chet,Caldron,ccaldrona7@sphinn.com,Columbus,OH,43284,4025.9
5048374249499163,Meryl,Spellard,mspellarda8@census.gov,Brooklyn,NY,11236,3412.48
5010122037157756,Ilario,Haestier,ihaestiera9@china.com.cn,El Paso,TX,79984,2702.0
5100133941620434,Arnold,Rapper,arapperaa@utexas.edu,Las Vegas,NV,89140,2899.66
5274141159556364,Derron,Leahair,dleahairab@infoseek.co.jp,Columbia,MO,65218,2464.35
5100145297264948,Jameson,Vanes,jvanesac@rakuten.co.jp,Columbus,OH,43226,2694.56
5100144717846301,Emilie,MacCole,emaccolead@hud.gov,Cincinnati,OH,45228,3989.04
5007660079769686,Miller,Sterman,mstermanae@psu.edu,Syracuse,NY,13224,8575.03
5007663970593569,Adrian,Tapscott,atapscottaf@patch.com,Lincoln,NE,68531,4046.41
5100177488749346,Bertram,Bourtoumieux,bbourtoumieuxag@flavors.me,Waterbury,CT,06726,5376.83
5178809757639645,Rivalee,Ballinger,rballingerah@java.com,Washington,DC,20546,1258.46
5100147674627481,Jared,Tubridy,jtubridyai@mashable.com,Brooklyn,NY,11225,7590.95
5583239224975811,Conny,Brannon,cbrannonaj@behance.net,Dallas,TX,75241,2366.11
5165701158433428,Reeva,Seeley,rseeleyak@discovery.com,West Hartford,CT,06127,4544.44
5100175078917307,Gizela,Robillart,grobillartal@prweb.com,Little Rock,AR,72222,126.2
5495023197643706,Odell,Lloyd,olloydam@springer.com,Saint Augustine,FL,32092,631.3
5100134879644255,Fremont,Pogue,fpoguean@chicagotribune.com,Lake Charles,LA,70616,5420.27
5100170396271917,Jude,MacGinley,jmacginleyao@gizmodo.com,Gulfport,MS,39505,3465.36
5108757804217482,Malory,Beynke,mbeynkeap@psu.edu,Monroe,LA,71213,846.63
5010121410753207,Meriel,Ferruzzi,mferruzziaq@vk.com,Rockford,IL,61105,158.61
5010126677428161,Kristine,De Fries,kdefriesar@fotki.com,Washington,DC,20210,4499.93
5108752770098677,Becca,Bjorkan,bbjorkanas@prnewswire.com,Nashville,TN,37235,9040.95
5048373870296617,Geralda,Syrett,gsyrettat@rambler.ru,Denver,CO,80249,2112.96
5100148600686260,Adolf,Abbie,aabbieau@hao123.com,Stockton,CA,95298,9680.02
5002354945121539,Reid,Forde,rfordeav@eepurl.com,Winston Salem,NC,27150,6781.16
5407236750750273,Michelle,Yate,myateaw@prnewswire.com,Cincinnati,OH,45203,1108.65
5133986718016453,Beatriz,Screen,bscreenax@bing.com,Des Moines,IA,50335,9362.59
5100145345234265,Grange,Nibley,gnibleyay@globo.com,Philadelphia,PA,19151,154.38
5186442070533145,Darice,Moorcraft,dmoorcraftaz@simplemachines.org,Baltimore,MD,21282,4101.09
5100147433204473,Bastien,Marklin,bmarklinb0@bigcartel.com,Honolulu,HI,96820,6755.52
5131352695058178,Edgardo,Di Biaggi,edibiaggib1@hubpages.com,San Francisco,CA,94147,727.59
5466487012923251,Hy,Gallamore,hgallamoreb2@slashdot.org,Birmingham,AL,35225,691.27
5167551289687717,Ashien,Sheers,asheersb3@rediff.com,Springfield,IL,62756,8148.88
5432989596899717,Jerrine,Tolle,jtolleb4@pagesperso-orange.fr,Houston,TX,77266,5179.27
5394440379759955,Ado,Hurdedge,ahurdedgeb5@technorati.com,Houston,TX,77060,9964.37
5273146733531446,Cosme,Roote,crooteb6@surveymonkey.com,Kingsport,TN,37665,3976.82
5460057112843133,Quinton,Bourgourd,qbourgourdb7@sina.com.cn,Gainesville,FL,32627,2389.45
5048377207541447,Annette,Trawin,atrawinb8@fc2.com,Berkeley,CA,94705,1215.23
5340874084315320,Zsazsa,Nannoni,znannonib9@people.com.cn,Greenville,SC,29605,3096.59
5048374555177221,Arv,Berntsson,aberntssonba@pen.io,Phoenix,AZ,85010,1120.96
5108750696048164,Rodie,Bendig,rbendigbb@nps.gov,Memphis,TN,38104,1379.68
5048377949558006,Shelley,Cutchey,scutcheybc@networksolutions.com,Portsmouth,NH,03804,6611.11
5100173951233215,Roxy,Fardy,rfardybd@eventbrite.com,Delray Beach,FL,33448,7682.02
5108751149809194,Adamo,Corradi,acorradibe@time.com,Macon,GA,31217,4212.08
5211593836226314,Coriss,Davidovitz,cdavidovitzbf@army.mil,Roanoke,VA,24020,5419.01
5487899060490063,Peria,Benger,pbengerbg@last.fm,Charlotte,NC,28220,4291.23
5365830684528050,Beck,Rouse,brousebh@arizona.edu,Melbourne,FL,32919,1490.69
5100139626162469,Deedee,Ducker,dduckerbi@ning.com,Seattle,WA,98115,7516.25
5100135366169342,Maryanne,Varty,mvartybj@cbsnews.com,Washington,DC,20057,1451.88
5002352703692873,Leonid,Castagneri,lcastagneribk@phoca.cz,Detroit,MI,48295,291.65
5108753300981390,Katuscha,Palser,kpalserbl@lycos.com,Madison,WI,53779,2710.07
5010120807185866,Nolana,Ponceford,nponcefordbm@state.gov,Fairfax,VA,22036,2662.03
5578092472846961,Jocko,Beebis,jbeebisbn@state.tx.us,Portland,OR,97255,2709.88
5348871909185963,Lena,Boord,lboordbo@deviantart.com,Dayton,OH,45470,548.56
5108753262690617,Dedra,Jovicic,djovicicbp@admin.ch,Salt Lake City,UT,84199,3233.91
5100134105225614,Clemens,Jime,cjimebq@php.net,Texarkana,TX,75507,9270.91
5100148491376237,Etienne,Croall,ecroallbr@abc.net.au,Cape Coral,FL,33915,5424.27
5002350615463060,Shir,Gres,sgresbs@cisco.com,Miami,FL,33147,865.11
5487874564048568,Aurea,Tillot,atillotbt@altervista.org,Decatur,GA,30089,5975.57
5002356749706761,Christoffer,Folomkin,cfolomkinbu@boston.com,Washington,DC,20525,7035.82
5100174604863473,Stephine,Rives,srivesbv@a8.net,Jacksonville,FL,32277,3123.62
5010127391087507,Rodi,Beeckx,rbeeckxbw@home.pl,Wilmington,NC,28410,5497.06
5277728786038126,Wilhelmina,Longmire,wlongmirebx@opera.com,Scottsdale,AZ,85271,9426.6
5108753736173224,Cliff,Shekle,cshekleby@berkeley.edu,Charleston,WV,25389,4788.86
5002351042244362,Breanne,Persitt,bpersittbz@pcworld.com,Missoula,MT,59806,1538.28
5181193774773975,Stephanie,Simnor,ssimnorc0@wikipedia.org,Duluth,MN,55811,8864.06
5010126623120581,Lura,Trickey,ltrickeyc1@netvibes.com,Silver Spring,MD,20904,5258.19
5100135680852797,Gerhard,Hartness,ghartnessc2@quantcast.com,Bethesda,MD,20892,4066.54
5002354275344412,Daisy,Vallentin,dvallentinc3@reference.com,Richmond,VA,23237,9894.32
5145009467585622,Sharla,Cray,scrayc4@thetimes.co.uk,Pocatello,ID,83206,84.72
5048376063273038,Elvera,Godly,egodlyc5@devhub.com,San Jose,CA,95108,7021.42
5108754305347256,Merrily,Dobbinson,mdobbinsonc6@theglobeandmail.com,Tampa,FL,33686,6303.9
5158493148888759,Donnajean,Teare,dtearec7@va.gov,Saint Paul,MN,55127,7672.12
5395930925946956,Kameko,Han,khanc8@squarespace.com,Charleston,WV,25336,6964.44
5477212569239712,Dene,Portugal,dportugalc9@berkeley.edu,Columbia,MO,65211,1793.01
5207387766510748,Saunder,Gobeau,sgobeauca@arstechnica.com,Knoxville,TN,37919,5558.51
5108757130061737,Georgine,Reisin,greisincb@house.gov,Silver Spring,MD,20918,3423.57
5002352740683752,Maxie,Glanville,mglanvillecc@netscape.com,Portland,OR,97296,5056.54
5329365726617764,Shaylah,MacIlurick,smacilurickcd@tinypic.com,Boston,MA,02104,1674.07
5100144573492208,Euphemia,Addyman,eaddymance@cargocollective.com,Bakersfield,CA,93381,1692.31
5100142739432431,Freeland,Archley,farchleycf@github.com,Fort Worth,TX,76110,4384.77
5554330868928615,Kizzie,Christaeas,kchristaeascg@imgur.com,Indianapolis,IN,46239,1253.12
5010123890363606,Sigfrid,Bayly,sbaylych@cocolog-nifty.com,Charlotte,NC,28299,5190.81
5100130940718490,Kyrstin,Brason,kbrasonci@examiner.com,El Paso,TX,88525,5266.99
5048377961761314,Roseanna,McClean,rmccleancj@vkontakte.ru,Fort Lauderdale,FL,33355,9664.83
5100141999457922,Melody,Balden,mbaldenck@mapy.cz,Phoenix,AZ,85025,3981.26
5108758639293334,Welbie,McVanamy,wmcvanamycl@liveinternet.ru,Killeen,TX,76544,4971.57
5212389111232260,Madge,Holgan,mholgancm@xrea.com,Chicago,IL,60624,8981.96
5491233621676735,Vasili,Bladder,vbladdercn@seesaa.net,Nashville,TN,37240,8800.73
5048372615701386,Raddie,Jeannesson,rjeannessonco@skyrock.com,Panama City,FL,32412,3174.72
5010122173270892,Kaitlynn,Dunsire,kdunsirecp@bbb.org,Washington,DC,20420,3039.8
5007667667274128,Henderson,Hutchence,hhutchencecq@pen.io,Detroit,MI,48206,2747.45
5010124904778946,Reba,Ossulton,rossultoncr@ustream.tv,Glendale,CA,91205,4152.68
5426932831999718,Cherry,Wildor,cwildorcs@sakura.ne.jp,El Paso,TX,79928,3278.83
5007660770353475,Titos,Treece,ttreecect@wufoo.com,Arlington,VA,22217,5596.62
5100131082157067,Biron,Ayshford,bayshfordcu@creativecommons.org,Indianapolis,IN,46247,4873.25
5100175539834216,Lezlie,Pitchford,lpitchfordcv@symantec.com,Toledo,OH,43699,7088.57
5048370236119327,Brigham,Cowlishaw,bcowlishawcw@europa.eu,Oakland,CA,94616,9931.97
5577983930931075,Loreen,McCurley,lmccurleycx@yellowpages.com,Newark,DE,19725,4860.25
5100148818206448,Katheryn,Shields,kshieldscy@icio.us,Tampa,FL,33680,8620.12
5048375703815497,Griffith,Drew-Clifton,gdrewcliftoncz@globo.com,San Mateo,CA,94405,373.92
5002351215122395,Larisa,Eccleshare,leccleshared0@google.co.uk,Montgomery,AL,36177,8055.05
5131620474105687,Erl,Cradey,ecradeyd1@state.tx.us,Cincinnati,OH,45254,847.1
5048370881885313,Shandee,McSweeney,smcsweeneyd2@yellowbook.com,Springfield,IL,62756,9279.84
5485928078995383,Bud,Allsworth,ballsworthd3@i2i.jp,Memphis,TN,38143,4340.59
5202731478935872,Ailene,Gravet,agravetd4@sfgate.com,Tulsa,OK,74184,6209.13
5010128302430729,Teresita,Morbey,tmorbeyd5@sohu.com,Detroit,MI,48224,7959.99
5279715203727660,Agosto,Reinhard,areinhardd6@cam.ac.uk,Irvine,CA,92717,1930.88
5002355326185811,Jessie,Cauley,jcauleyd7@mtv.com,Clearwater,FL,34629,7946.34
5100170905934575,Sile,Leaning,sleaningd8@opensource.org,Decatur,GA,30089,5530.49
5048372470742848,Gilberte,Marien,gmariend9@slideshare.net,Chandler,AZ,85246,2047.26
5048374168320937,Dulcia,Gauch,dgauchda@woothemes.com,Dallas,TX,75379,758.6
5103347314758400,Dorthy,Enticott,denticottdb@marketwatch.com,Bethesda,MD,20892,4859.49
5010124866014439,Logan,Canfield,lcanfielddc@addthis.com,San Diego,CA,92121,3299.36
5596130159710593,Seka,Kimmins,skimminsdd@chronoengine.com,Salem,OR,97306,2125.05
5531045080988845,Merrill,Wigmore,mwigmorede@goo.gl,Alhambra,CA,91841,7464.46
5100147479287846,Esta,Sipson,esipsondf@list-manage.com,Fort Wayne,IN,46852,9917.32
5144295013529898,Link,Coping,lcopingdg@g.co,Mc Keesport,PA,15134,8970.66
5007663089093923,Morley,Thripp,mthrippdh@biglobe.ne.jp,Vero Beach,FL,32964,4825.14
5048371804417432,Sonny,Cradick,scradickdi@dropbox.com,Atlanta,GA,30351,7743.32
5428855705112001,Virgina,Waplington,vwaplingtondj@youtube.com,Sacramento,CA,95852,9352.03
5100179252467212,Mack,Lafontaine,mlafontainedk@surveymonkey.com,Cedar Rapids,IA,52405,397.06
5259320957910564,Jarid,Gravett,jgravettdl@princeton.edu,Shreveport,LA,71161,6667.01
5324517586648355,Will,Hanalan,whanalandm@ifeng.com,Cleveland,OH,44130,742.79
5010125194764082,Marne,Pawelek,mpawelekdn@photobucket.com,Washington,DC,20226,1413.98
5108750367187465,Corry,Headon,cheadondo@people.com.cn,Pomona,CA,91797,8285.1
5503680561649922,Nady,Shouler,nshoulerdp@theguardian.com,Grand Rapids,MI,49560,9950.68
5002354387478272,Lauritz,Mott,lmottdq@typepad.com,Miami,FL,33261,3054.33
5100172499864986,Lorilee,Woodruffe,lwoodruffedr@stumbleupon.com,Farmington,MI,48335,7241.26
5100171037333298,Leigh,Greaterex,lgreaterexds@unicef.org,Amarillo,TX,79188,560.71
5048376030506981,Bert,Wealleans,bwealleansdt@mtv.com,Montgomery,AL,36125,2226.01
5202550852024545,Bibi,Ridger,bridgerdu@princeton.edu,Peoria,IL,61640,9663.26
5100132536343584,Sansone,Heliar,sheliardv@cocolog-nifty.com,Las Vegas,NV,89125,8461.03
5100175197043464,Maxi,Haslegrave,mhaslegravedw@jigsy.com,Louisville,KY,40298,9957.43
5100179889749974,Janifer,Birdall,jbirdalldx@reuters.com,New York City,NY,10079,5196.19
5406783848145181,Lay,Mantle,lmantledy@t.co,Clearwater,FL,34629,169.21
5100147897195787,Chen,Beardon,cbeardondz@dropbox.com,San Francisco,CA,94177,3440.52
5243348667930852,Corissa,Ulrik,culrike0@geocities.com,Miami,FL,33164,5482.12
5100146291289287,Dennison,Driffill,ddriffille1@comsenz.com,Savannah,GA,31416,9663.32
5378221130100634,Jewel,Millard,jmillarde2@networkadvertising.org,Phoenix,AZ,85045,9838.93
5100148108355251,Stern,Romeuf,sromeufe3@paypal.com,Raleigh,NC,27658,4447.31
5205703397538662,Marni,Kreber,mkrebere4@deliciousdays.com,Omaha,NE,68124,2729.31
5137712905534389,Derron,Chiddy,dchiddye5@reverbnation.com,Birmingham,AL,35231,4681.86
5048378531996281,Taddeusz,Clague,tclaguee6@dion.ne.jp,Miami,FL,33175,8214.17
5048378750850607,Paddy,Erasmus,perasmuse7@angelfire.com,Denver,CO,80299,8474.95
5100136702832650,Lock,Cogzell,lcogzelle8@domainmarket.com,Spartanburg,SC,29305,7779.04
5007661911599422,Davie,Crush,dcrushe9@hexun.com,Reno,NV,89510,5347.89
5593675216187782,Billi,Guitt,bguittea@angelfire.com,El Paso,TX,79955,1807.27
5007665096775574,Melonie,Hartwell,mhartwelleb@epa.gov,San Mateo,CA,94405,3823.9
5108750543086904,Lenard,Storres,lstorresec@arstechnica.com,Beaufort,SC,29905,2179.27
5100172613200265,Kassi,Ashington,kashingtoned@bizjournals.com,Utica,NY,13505,4323.03
5007664537534591,Chadd,Mathiassen,cmathiassenee@ezinearticles.com,Indianapolis,IN,46278,1328.78
5007664484623611,Coralie,Blakey,cblakeyef@seattletimes.com,Rochester,NY,14619,2778.51
5436236958145370,Krystal,Hasely,khaselyeg@homestead.com,North Hollywood,CA,91616,2713.06
5007667336531270,Gerhardine,Hollows,ghollowseh@woothemes.com,Stockton,CA,95219,6558.56
5493055377356099,Lorin,Botterman,lbottermanei@seesaa.net,Orlando,FL,32819,9253.39
5108759622632934,Frederic,Mc Meekan,fmcmeekanej@utexas.edu,Toledo,OH,43666,4133.27
5002358581506366,Ellary,Witherow,ewitherowek@imgur.com,Sioux Falls,SD,57110,540.63
5100171610718634,Ruperta,Adlington,radlingtonel@hhs.gov,Saint Paul,MN,55146,6629.43
5167073959636940,Aubrette,Sherrum,asherrumem@vk.com,Fort Myers,FL,33906,4445.22
5329931448399187,Allianora,Croizier,acroizieren@wikispaces.com,Baton Rouge,LA,70894,6980.28
5002350263140879,Magnum,Tiner,mtinereo@cmu.edu,Sacramento,CA,94230,7938.35
5100138461732469,Reine,Samwyse,rsamwyseep@bloglines.com,Minneapolis,MN,55402,2400.27
5010125221613989,Creight,Doughtery,cdoughteryeq@dropbox.com,Birmingham,AL,35242,4029.25
5010129470355292,Cornie,Yushachkov,cyushachkover@tripadvisor.com,Pittsburgh,PA,15279,5397.86
5218648903436346,Emelita,Proske,eproskees@sakura.ne.jp,Dulles,VA,20189,4857.34
5048375690821938,Matthew,Bachmann,mbachmannet@foxnews.com,Syracuse,NY,13210,9602.43
5108634314494291,Melodie,Casali,mcasalieu@bigcartel.com,Toledo,OH,43615,9103.68
5100174093526821,Clemmy,Rozsa,crozsaev@squidoo.com,Phoenix,AZ,85035,3103.86
5286799491782984,Fabiano,MacEnelly,fmacenellyew@msn.com,Los Angeles,CA,90020,7836.99
5002359235247175,Petronille,Dowdle,pdowdleex@ed.gov,Albany,NY,12227,8261.03
5522309346561585,Aleece,Raubenheim,araubenheimey@csmonitor.com,West Palm Beach,FL,33416,5692.02
5328878171468468,Denna,Allabush,dallabushez@shareasale.com,Bronx,NY,10469,38.76
5590916359645969,Timi,Rivaland,trivalandf0@china.com.cn,Topeka,KS,66622,8611.8
5007667323473460,Bryant,Deares,bdearesf1@github.io,Shreveport,LA,71130,6060.28
5100177206423067,Leigh,Slipper,lslipperf2@miibeian.gov.cn,Tulsa,OK,74108,6162.35
5010120466839100,Torin,Condliffe,tcondliffef3@theguardian.com,Erie,PA,16522,9500.32
5100134786608781,Nick,Beviss,nbevissf4@yale.edu,Mesa,AZ,85215,8332.19
5100144799286830,Rudy,Megarrell,rmegarrellf5@zimbio.com,Conroe,TX,77305,2802.49
5002353692912553,Trudy,Gilchrist,tgilchristf6@etsy.com,Austin,TX,78778,5565.87
5100174681789658,Coleman,Illsley,cillsleyf7@g.co,Hartford,CT,06160,6794.36
5100177300115197,Leeanne,McLaren,lmclarenf8@epa.gov,Cincinnati,OH,45271,9465.35
5010129268464397,Marjorie,Immins,mimminsf9@nyu.edu,Reading,PA,19610,8296.49
5100144171669389,Stephana,Brandsen,sbrandsenfa@alibaba.com,Apache Junction,AZ,85219,3552.32
5458322334088998,Morey,Stackbridge,mstackbridgefb@wikispaces.com,Springfield,OH,45505,3684.75
5546126099389465,Babara,Ripsher,bripsherfc@eepurl.com,Fort Worth,TX,76134,334.69
5186058276513762,Sallyann,Dobbings,sdobbingsfd@webs.com,White Plains,NY,10606,9324.96
5100144442275776,Jemmy,McNern,jmcnernfe@cpanel.net,Norwalk,CT,06854,2573.58
5007660185990168,Karee,Radish,kradishff@cnet.com,Minneapolis,MN,55480,3928.35
5223296674966548,Harlen,Matyukon,hmatyukonfg@upenn.edu,New York City,NY,10110,285.07
5494278829736002,Cordi,McClymond,cmcclymondfh@instagram.com,Minneapolis,MN,55446,5448.61
5228527272467322,Jordan,Blything,jblythingfi@dion.ne.jp,Norfolk,VA,23509,9727.34
5391931253981734,Celestyn,Harsnep,charsnepfj@cisco.com,New Orleans,LA,70124,5875.42
5100144802032130,Lelah,Petschelt,lpetscheltfk@goo.gl,Morgantown,WV,26505,2531.81
5100174230826480,Jerrilyn,Aucock,jaucockfl@blogger.com,Rochester,NY,14624,9028.22
5010127438247213,Carita,Winterburn,cwinterburnfm@washington.edu,Birmingham,AL,35225,9355.58
5002353363196403,Stacee,Fitzhenry,sfitzhenryfn@amazon.com,Vienna,VA,22184,7570.87
5100140872852845,Philippa,De Lasci,pdelascifo@youtube.com,Miami,FL,33283,9465.71
5520056170051751,Merrili,Isacsson,misacssonfp@ucsd.edu,New Castle,PA,16107,9767.2
5232197632898584,Dorise,Glendinning,dglendinningfq@indiatimes.com,Charleston,SC,29424,178.95
5158169902381591,Cathee,Statter,cstatterfr@surveymonkey.com,Milwaukee,WI,53210,4550.26
5002357185848851,Dionysus,Slocom,dslocomfs@dedecms.com,Corpus Christi,TX,78470,1886.83
5048370939569398,Fabian,Muncie,fmuncieft@nature.com,Indianapolis,IN,46295,1896.08
5261724746755246,Sheryl,Mulholland,smulhollandfu@instagram.com,Springfield,IL,62764,748.57
5281869756538218,Sloane,Osbourne,sosbournefv@photobucket.com,Brooklyn,NY,11215,2447.38
5202970181322131,Udall,Render,urenderfw@joomla.org,Homestead,FL,33034,3857.19
5599957434926603,Fleming,Augustus,faugustusfx@pinterest.com,Miami,FL,33261,628.07
5108758315987407,Rutherford,Southey,rsoutheyfy@nbcnews.com,Concord,CA,94522,8860.66
5100133485499344,Miguelita,Trayford,mtrayfordfz@google.es,Omaha,NE,68197,8759.26
5568179346464949,Martguerita,Laity,mlaityg0@unblog.fr,Washington,DC,20337,9400.55
5010122776141565,Marline,Dincey,mdinceyg1@qq.com,Evansville,IN,47732,3107.49
5497390084980113,Idalina,Getley,igetleyg2@hc360.com,Austin,TX,78744,3969.57
5100136907797773,Laird,Gyford,lgyfordg3@biblegateway.com,Washington,DC,20409,3938.96
5239444469848966,Josh,Dyment,jdymentg4@cbc.ca,Orlando,FL,32813,4702.67
5010120933714985,Yalonda,Harrold,yharroldg5@cnn.com,Austin,TX,78789,5445.52
